time,down,right,up,left
14:15:42.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14:15:42.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14:15:43.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14:15:43.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14:15:44.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14:15:44.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14:15:44.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14:15:45.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14:15:45.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14:15:46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14:15:46.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14:15:46.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14:15:47.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14:15:47.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14:15:48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14:15:48.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14:15:48.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14:15:49.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14:15:49.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14:15:50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14:15:50.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14:15:50.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14:15:51.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14:15:51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14:15:52.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14:15:52.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14:15:52.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
