time,down,right,up,left
09:51:43.5,False,False,False,False
09:51:43.6,False,False,False,False
09:51:43.7,False,False,False,False
09:51:43.8,False,False,False,False
09:51:43.9,False,False,False,False
09:51:44.0,False,False,False,False
09:51:44.1,False,False,False,False
09:51:44.2,False,False,False,False
09:51:44.3,False,False,False,False
09:51:44.4,False,False,False,False
09:51:44.5,False,False,False,False
09:51:44.6,False,False,False,False
09:51:44.7,False,False,False,False
09:51:44.8,False,False,False,False
09:51:44.9,False,False,False,False
09:51:45.0,False,False,False,False
09:51:45.1,False,False,False,False
09:51:45.2,False,False,False,False
09:51:45.3,False,False,False,False
09:51:45.4,False,False,False,False
09:51:45.5,False,False,False,False
09:51:45.6,False,False,False,False
09:51:45.7,False,False,False,False
09:51:45.8,False,False,False,False
09:51:45.9,False,False,False,False
09:51:46.0,False,False,False,False
09:51:46.1,False,False,False,False
09:51:46.2,False,False,False,False
09:51:46.3,False,False,False,False
09:51:46.4,False,False,False,False
09:51:46.6,False,False,False,False
09:51:46.7,False,False,False,False
09:51:46.8,False,False,False,False
09:51:46.9,False,False,False,False
09:51:47.0,False,False,False,False
09:51:47.1,False,False,False,False
09:51:47.2,False,False,False,False
09:51:47.3,False,False,False,False
09:51:47.4,False,False,False,False
09:51:47.5,False,False,False,False
09:51:47.6,False,False,False,False
09:51:47.7,False,False,False,False
09:51:47.8,False,False,False,False
09:51:47.9,False,False,False,False
09:51:48.0,False,False,False,False
09:51:48.1,False,False,False,False
09:51:48.2,False,False,False,False
09:51:48.3,False,False,False,False
09:51:48.4,False,False,False,False
09:51:48.5,False,False,False,False
09:51:48.6,False,False,False,False
09:51:48.7,False,False,False,False
09:51:48.8,False,False,False,False
09:51:48.9,False,False,False,False
09:51:49.0,False,False,False,False
09:51:49.1,False,False,False,False
09:51:49.2,False,False,False,False
09:51:49.3,False,False,False,False
09:51:49.4,False,False,False,False
09:51:49.5,False,False,False,False
09:51:49.6,False,False,False,False
09:51:49.7,False,False,False,False
09:51:49.8,False,False,False,False
09:51:49.9,False,False,False,False
09:51:50.0,False,False,False,False
09:51:50.1,False,False,False,False
09:51:50.2,False,False,False,False
09:51:50.3,False,False,False,False
09:51:50.4,False,False,False,False
09:51:50.5,False,False,False,False
09:51:50.6,False,False,False,False
09:51:50.7,False,False,False,False
09:51:50.8,False,False,False,False
09:51:50.9,False,False,False,False
09:51:51.0,False,False,False,False
09:51:51.1,False,False,False,False
09:51:51.2,False,False,False,False
09:51:51.3,False,False,False,False
09:51:51.4,False,False,False,False
09:51:51.5,False,False,False,False
09:51:51.6,False,False,False,False
09:51:51.7,False,False,False,False
09:51:51.8,False,False,False,False
09:51:51.9,False,False,False,False
09:51:52.0,False,False,False,False
09:51:52.1,False,False,False,False
09:51:52.2,False,False,False,False
09:51:52.3,False,False,False,False
09:51:52.4,False,False,False,False
09:51:52.5,False,False,False,False
09:51:52.6,False,False,False,False
09:51:52.7,False,False,False,False
09:51:52.8,False,False,False,False
09:51:52.9,False,False,False,False
09:51:53.0,False,False,False,False
09:51:53.1,False,False,False,False
09:51:53.2,False,False,False,False
09:51:53.3,False,False,False,False
09:51:53.4,False,False,False,False
09:51:53.5,False,False,False,False
09:51:53.6,False,False,False,False
09:51:53.7,False,False,False,False
09:51:53.8,False,False,False,False
09:51:53.9,False,False,False,False
09:51:54.0,False,False,False,False
09:51:54.1,False,False,False,False
09:51:54.2,False,False,False,False
09:51:54.3,False,False,False,False
09:51:54.4,False,False,False,False
09:51:54.5,False,False,False,False
09:51:54.6,False,False,False,False
09:51:54.7,False,False,False,False
09:51:54.8,False,False,False,False
09:51:54.9,False,False,False,False
09:51:55.0,False,False,False,False
09:51:55.1,False,False,False,False
09:51:55.2,False,False,False,False
09:51:55.3,False,False,False,False
09:51:55.4,False,False,False,False
09:51:55.5,False,False,False,False
09:51:55.6,False,False,False,False
09:51:55.7,False,False,False,False
09:51:55.8,False,False,False,False
09:51:55.9,False,False,False,False
09:51:56.0,False,False,False,False
09:51:56.1,False,False,False,False
09:51:56.2,False,False,False,False
09:51:56.3,False,False,False,False
09:51:56.4,False,False,False,False
09:51:56.5,False,False,False,False
09:51:56.6,False,False,False,False
09:51:56.7,False,False,False,False
09:51:56.8,False,False,False,False
09:51:56.9,False,False,False,False
09:51:57.0,False,False,False,False
09:51:57.1,False,False,False,False
09:51:57.2,False,False,False,False
09:51:57.4,False,False,False,False
09:51:57.5,False,False,False,False
09:51:57.6,False,False,False,False
09:51:57.7,False,False,False,False
09:51:57.8,False,False,False,False
09:51:57.9,False,False,False,False
09:51:58.0,False,False,False,False
09:51:58.1,False,False,False,False
09:51:58.2,False,False,False,False
09:51:58.3,False,False,False,False
09:51:58.4,False,False,False,False
09:51:58.5,False,False,False,False
09:51:58.6,False,False,False,False
09:51:58.7,False,False,False,False
09:51:58.8,False,False,False,False
09:51:58.9,False,False,False,False
09:51:59.0,False,False,False,False
09:51:59.1,False,False,False,False
09:51:59.2,False,False,False,False
09:51:59.3,False,False,False,False
09:51:59.4,False,False,False,False
09:51:59.5,False,False,False,False
09:51:59.6,False,False,False,False
09:51:59.7,False,False,False,False
09:51:59.8,False,False,False,False
09:51:59.9,False,False,False,False
09:52:00.0,False,False,False,False
09:52:00.1,False,False,False,False
09:52:00.2,False,False,False,False
09:52:00.3,False,False,False,False
09:52:00.4,False,False,False,False
09:52:00.5,False,False,False,False
09:52:00.6,False,False,False,False
09:52:00.7,False,False,False,False
09:52:00.8,False,False,False,False
09:52:00.9,False,False,False,False
09:52:01.0,False,False,False,False
09:52:01.1,False,False,False,False
09:52:01.2,False,False,False,False
09:52:01.3,False,False,False,False
09:52:01.4,False,False,False,False
09:52:01.5,False,False,False,False
09:52:01.6,False,False,False,False
09:52:01.7,False,False,False,False
09:52:01.8,False,False,False,False
09:52:01.9,False,False,False,False
09:52:02.0,False,False,False,False
09:52:02.1,False,False,False,False
09:52:02.2,False,False,False,False
09:52:02.3,False,False,False,False
09:52:02.4,False,False,False,False
09:52:02.5,False,False,False,False
09:52:02.6,False,False,False,False
09:52:02.7,False,False,False,False
09:52:02.8,False,False,False,False
09:52:02.9,False,False,False,False
09:52:03.0,False,False,False,False
09:52:03.1,False,False,False,False
09:52:03.2,False,False,False,False
09:52:03.3,False,False,False,False
09:52:03.4,False,False,False,False
09:52:03.5,False,False,False,False
09:52:03.6,False,False,False,False
09:52:03.7,False,False,False,False
09:52:03.8,False,False,False,False
09:52:03.9,False,False,False,False
09:52:04.0,False,False,False,False
09:52:04.1,False,False,False,False
09:52:04.2,False,False,False,False
09:52:04.3,False,False,False,False
09:52:04.4,False,False,False,False
09:52:04.5,False,False,False,False
09:52:04.6,False,False,False,False
09:52:04.7,False,False,False,False
09:52:04.8,False,False,False,False
09:52:04.9,False,False,False,False
09:52:05.0,False,False,False,False
09:52:05.1,False,False,False,False
09:52:05.2,False,False,False,False
09:52:05.3,False,False,False,False
09:52:05.4,False,False,False,False
09:52:05.5,False,False,False,False
09:52:05.6,False,False,False,False
09:52:05.7,False,False,False,False
09:52:05.8,False,False,False,False
09:52:05.9,False,False,False,False
09:52:06.0,False,False,False,False
09:52:06.1,False,False,False,False
09:52:06.2,False,False,False,False
09:52:06.3,False,False,False,False
09:52:06.4,False,False,False,False
09:52:06.5,False,False,False,False
09:52:06.6,False,False,False,False
09:52:06.7,False,False,False,False
09:52:06.8,False,False,False,False
09:52:06.9,False,False,False,False
09:52:07.0,False,False,False,False
09:52:07.1,False,False,False,False
09:52:07.2,False,False,False,False
09:52:07.3,False,False,False,False
09:52:07.4,False,False,False,False
09:52:07.5,False,False,False,False
09:52:07.6,False,False,False,False
09:52:07.7,False,False,False,False
09:52:07.8,False,False,False,False
09:52:07.9,False,False,False,False
09:52:08.0,False,False,False,False
09:52:08.1,False,False,False,False
09:52:08.2,False,False,False,False
09:52:08.3,False,False,False,False
09:52:08.4,False,False,False,False
09:52:08.5,False,False,False,False
09:52:08.7,False,False,False,False
09:52:08.8,False,False,False,False
09:52:08.9,False,False,False,False
09:52:09.0,False,False,False,False
09:52:09.1,False,False,False,False
09:52:09.2,False,False,False,False
09:52:09.3,False,False,False,False
09:52:09.4,False,False,False,False
09:52:09.5,False,False,False,False
09:52:09.6,False,False,False,False
09:52:09.7,False,False,False,False
09:52:09.8,False,False,False,False
09:52:09.9,False,False,False,False
09:52:10.0,False,False,False,False
09:52:10.1,False,False,False,False
09:52:10.2,False,False,False,False
09:52:10.3,False,False,False,False
09:52:10.4,False,False,False,False
09:52:10.5,False,False,False,False
09:52:10.6,False,False,False,False
09:52:10.7,False,False,False,False
09:52:10.8,False,False,False,False
09:52:10.9,False,False,False,False
09:52:11.0,False,False,False,False
09:52:11.1,False,False,False,False
09:52:11.2,False,False,False,False
09:52:11.3,False,False,False,False
09:52:11.4,False,False,False,False
09:52:11.5,False,False,False,False
09:52:11.6,False,False,False,False
09:52:11.7,False,False,False,False
09:52:11.8,False,False,False,False
09:52:11.9,False,False,False,False
09:52:12.0,False,False,False,False
09:52:12.1,False,False,False,False
09:52:12.2,False,False,False,False
09:52:12.3,False,False,False,False
09:52:12.4,False,False,False,False
09:52:12.5,False,False,False,False
09:52:12.6,False,False,False,False
09:52:12.7,False,False,False,False
09:52:12.8,False,False,False,False
09:52:12.9,False,False,False,False
09:52:13.0,False,False,False,False
09:52:13.1,False,False,False,False
09:52:13.2,False,False,False,False
09:52:13.3,False,False,False,False
09:52:13.4,False,False,False,False
09:52:13.5,False,False,False,False
09:52:13.6,False,False,False,False
09:52:13.7,False,False,False,False
09:52:13.8,False,False,False,False
09:52:13.9,False,False,False,False
09:52:14.0,False,False,False,False
09:52:14.1,False,False,False,False
09:52:14.2,False,False,False,False
09:52:14.3,False,False,False,False
09:52:14.4,False,False,False,False
09:52:14.5,False,False,False,False
09:52:14.6,False,False,False,False
09:52:14.7,False,False,False,False
09:52:14.8,False,False,False,False
09:52:14.9,False,False,False,False
09:52:15.0,False,False,False,False
09:52:15.1,False,False,False,False
09:52:15.2,False,False,False,False
09:52:15.3,False,False,False,False
09:52:15.4,False,False,False,False
09:52:15.5,False,False,False,False
09:52:15.6,False,False,False,False
09:52:15.7,False,False,False,False
09:52:15.8,False,False,False,False
09:52:15.9,False,False,False,False
09:52:16.0,False,False,False,False
09:52:16.1,False,False,False,False
09:52:16.2,False,False,False,False
09:52:16.3,False,False,False,False
09:52:16.4,False,False,False,False
09:52:16.5,False,False,False,False
09:52:16.6,False,False,False,False
09:52:16.7,False,False,False,False
09:52:16.8,False,False,False,False
09:52:16.9,False,False,False,False
09:52:17.0,False,False,False,False
09:52:17.1,False,False,False,False
09:52:17.2,False,False,False,False
09:52:17.3,False,False,False,False
09:52:17.4,False,False,False,False
09:52:17.5,False,False,False,False
09:52:17.6,False,False,False,False
09:52:17.7,False,False,False,False
09:52:17.8,False,False,False,False
09:52:17.9,False,False,False,False
09:52:18.0,False,False,False,False
09:52:18.1,False,False,False,False
09:52:18.2,False,False,False,False
09:52:18.3,False,False,False,False
09:52:18.4,False,False,False,False
09:52:18.5,False,False,False,False
09:52:18.6,False,False,False,False
09:52:18.7,False,False,False,False
09:52:18.8,False,False,False,False
09:52:18.9,False,False,False,False
09:52:19.0,False,False,False,False
09:52:19.2,False,False,False,False
09:52:19.3,False,False,False,False
09:52:19.4,False,False,False,False
09:52:19.5,False,False,False,False
09:52:19.6,False,False,False,False
09:52:19.7,False,False,False,False
09:52:19.8,False,False,False,False
09:52:19.9,False,False,False,False
09:52:20.0,False,False,False,False
09:52:20.1,False,False,False,False
09:52:20.2,False,False,False,False
09:52:20.3,False,False,False,False
09:52:20.4,False,False,False,False
09:52:20.5,False,False,False,False
09:52:20.6,False,False,False,False
09:52:20.7,False,False,False,False
09:52:20.8,False,False,False,False
09:52:20.9,False,False,False,False
09:52:21.0,False,False,False,False
09:52:21.1,False,False,False,False
09:52:21.2,False,False,False,False
09:52:21.3,False,False,False,False
09:52:21.4,False,False,False,False
09:52:21.5,False,False,False,False
09:52:21.6,False,False,False,False
09:52:21.7,False,False,False,False
09:52:21.8,False,False,False,False
09:52:21.9,False,False,False,False
09:52:22.0,False,False,False,False
09:52:22.1,False,False,False,False
09:52:22.2,False,False,False,False
09:52:22.3,False,False,False,False
09:52:22.4,False,False,False,False
09:52:22.5,False,False,False,False
09:52:22.6,False,False,False,False
09:52:22.7,False,False,False,False
09:52:22.8,False,False,False,False
09:52:22.9,False,False,False,False
09:52:23.0,False,False,False,False
09:52:23.1,False,False,False,False
09:52:23.2,False,False,False,False
09:52:23.3,False,False,False,False
09:52:23.4,False,False,False,False
09:52:23.5,False,False,False,False
09:52:23.6,False,False,False,False
09:52:23.7,False,False,False,False
09:52:23.8,False,False,False,False
09:52:23.9,False,False,False,False
09:52:24.0,False,False,False,False
09:52:24.1,False,False,False,False
09:52:24.2,False,False,False,False
09:52:24.3,False,False,False,False
09:52:24.4,False,False,False,False
09:52:24.5,False,False,False,False
09:52:24.6,False,False,False,False
09:52:24.7,False,False,False,False
09:52:24.8,False,False,False,False
09:52:24.9,False,False,False,False
09:52:25.0,False,False,False,False
09:52:25.1,False,False,False,False
09:52:25.2,False,False,False,False
09:52:25.3,False,False,False,False
09:52:25.4,False,False,False,False
09:52:25.5,False,False,False,False
09:52:25.6,False,False,False,False
09:52:25.7,False,False,False,False
09:52:25.8,False,False,False,False
09:52:25.9,False,False,False,False
09:52:26.0,False,False,False,False
09:52:26.1,False,False,False,False
09:52:26.2,False,False,False,False
09:52:26.3,False,False,False,False
09:52:26.4,False,False,False,False
09:52:26.5,False,False,False,False
09:52:26.6,False,False,False,False
09:52:26.7,False,False,False,False
09:52:26.8,False,False,False,False
09:52:26.9,False,False,False,False
09:52:27.0,False,False,False,False
09:52:27.1,False,False,False,False
09:52:27.2,False,False,False,False
09:52:27.3,False,False,False,False
09:52:27.4,False,False,False,False
09:52:27.5,False,False,False,False
09:52:27.6,False,False,False,False
09:52:27.7,False,False,False,False
09:52:27.8,False,False,False,False
09:52:27.9,False,False,False,False
09:52:28.0,False,False,False,False
09:52:28.1,False,False,False,False
09:52:28.2,False,False,False,False
09:52:28.3,False,False,False,False
09:52:28.4,False,False,False,False
09:52:28.5,False,False,False,False
09:52:28.6,False,False,False,False
09:52:28.7,False,False,False,False
09:52:28.8,False,False,False,False
09:52:28.9,False,False,False,False
09:52:29.0,False,False,False,False
09:52:29.1,False,False,False,False
09:52:29.2,False,False,False,False
09:52:29.3,False,False,False,True
09:52:29.4,False,False,False,True
09:52:29.5,False,False,False,True
09:52:29.6,False,False,False,True
09:52:29.7,False,False,False,True
09:52:29.8,False,False,False,True
09:52:29.9,False,False,False,True
09:52:30.0,False,False,False,True
09:52:30.1,False,False,False,True
09:52:30.2,False,False,False,False
09:52:30.3,False,False,False,False
09:52:30.4,False,False,True,False
09:52:30.5,False,False,True,False
09:52:30.6,False,False,True,False
09:52:30.7,False,False,True,False
09:52:30.8,False,False,True,False
09:52:31.0,False,False,True,False
09:52:31.1,False,False,True,False
09:52:31.2,False,False,True,False
09:52:31.3,False,False,True,False
09:52:31.4,False,False,True,False
09:52:31.5,False,False,True,False
09:52:31.6,False,False,True,False
09:52:31.7,False,False,False,False
09:52:31.8,False,False,False,False
09:52:31.9,False,True,False,False
09:52:32.0,False,True,False,False
09:52:32.1,False,True,False,False
09:52:32.2,False,True,False,False
09:52:32.3,False,True,False,False
09:52:32.4,False,True,False,False
09:52:32.5,False,True,False,False
09:52:32.6,False,True,False,False
09:52:32.7,False,True,False,False
09:52:32.8,False,True,False,False
09:52:32.9,False,True,False,False
09:52:33.0,False,True,False,False
09:52:33.1,False,True,False,False
09:52:33.2,False,True,False,False
09:52:33.3,False,True,False,False
09:52:33.4,False,False,False,False
09:52:33.5,False,False,False,False
09:52:33.6,False,False,False,False
09:52:33.7,False,False,True,False
09:52:33.8,False,False,True,False
09:52:33.9,False,False,True,False
09:52:34.0,False,False,True,False
09:52:34.1,False,False,True,False
09:52:34.2,False,False,True,False
09:52:34.3,False,False,True,False
09:52:34.4,False,False,True,False
09:52:34.5,False,False,True,False
09:52:34.6,False,False,True,False
09:52:34.7,False,False,True,False
09:52:34.8,False,False,True,False
09:52:34.9,False,False,True,False
09:52:35.0,False,False,False,False
09:52:35.1,False,False,False,False
09:52:35.2,False,False,False,True
09:52:35.3,False,False,False,True
09:52:35.4,False,False,False,True
09:52:35.5,False,False,False,True
09:52:35.6,False,False,False,True
09:52:35.7,False,False,False,True
09:52:35.8,False,False,False,True
09:52:35.9,False,False,False,True
09:52:36.0,False,False,False,True
09:52:36.1,False,False,False,True
09:52:36.2,False,False,False,True
09:52:36.3,False,False,False,True
09:52:36.4,False,False,False,True
09:52:36.5,False,False,False,True
09:52:36.6,False,False,False,True
09:52:36.7,False,False,False,False
09:52:36.8,False,False,False,False
09:52:36.9,False,False,False,False
09:52:37.0,False,False,False,False
09:52:37.1,False,False,False,False
09:52:37.2,False,False,False,False
09:52:37.3,False,False,False,True
09:52:37.4,False,False,False,True
09:52:37.5,False,False,False,True
09:52:37.6,False,False,False,True
09:52:37.7,False,False,False,True
09:52:37.8,False,False,False,True
09:52:37.9,False,False,False,True
09:52:38.0,False,False,False,True
09:52:38.1,False,False,False,True
09:52:38.2,False,False,False,False
09:52:38.3,False,False,False,False
09:52:38.4,False,False,False,False
09:52:38.5,False,False,False,False
09:52:38.6,False,False,False,False
09:52:38.7,False,False,False,False
09:52:38.8,False,False,False,False
09:52:38.9,False,False,False,False
09:52:39.0,False,False,False,False
09:52:39.1,False,False,False,False
09:52:39.2,False,False,False,False
09:52:39.3,False,False,False,False
09:52:39.4,False,False,False,False
09:52:39.5,False,False,False,False
09:52:39.6,False,False,False,False
09:52:39.7,False,False,False,False
09:52:39.8,False,False,False,False
09:52:39.9,False,False,False,False
09:52:40.0,False,False,False,False
09:52:40.1,False,False,False,False
09:52:40.2,False,False,False,False
09:52:40.3,False,False,False,False
09:52:40.4,False,False,False,False
09:52:40.5,False,False,False,False
09:52:40.6,False,False,False,False
09:52:40.7,False,False,False,False
09:52:40.8,False,False,False,False
09:52:40.9,False,False,False,False
09:52:41.0,False,False,False,False
09:52:41.1,False,False,False,False
