time,s0,s1,s2,s3,w01,w02,w03,w10,w12,w13,w20,w21,w23,w30,w31,w32
09:51:16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09:51:16.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09:51:17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09:51:17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09:51:17.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09:51:18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09:51:18.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09:51:19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09:51:19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09:51:19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09:51:20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09:51:20.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09:51:21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09:51:21.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09:51:21.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09:51:22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09:51:22.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09:51:23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09:51:23.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
